"DateTime","Players","Average Players"
"2025-05-03 03:00:00",32020,30461
"2025-05-03 04:00:00",31697,30545
"2025-05-03 05:00:00",30371,30659
"2025-05-03 06:00:00",28255,30784
"2025-05-03 07:00:00",25898,30913
"2025-05-03 08:00:00",24214,31034
"2025-05-03 09:00:00",23033,31123
"2025-05-03 10:00:00",22952,31161
"2025-05-03 11:00:00",26214,31183
"2025-05-03 12:00:00",31386,31195
"2025-05-03 13:00:00",36886,31224
"2025-05-03 14:00:00",39806,31260
"2025-05-03 15:00:00",39910,31293
"2025-05-03 16:00:00",38533,31330
"2025-05-03 17:00:00",36746,31380
"2025-05-03 18:00:00",35824,31486
"2025-05-03 19:00:00",35855,31594
"2025-05-03 20:00:00",35300,31686
"2025-05-03 21:00:00",34200,31753
"2025-05-03 22:00:00",32320,31803
"2025-05-03 23:00:00",29708,31823
"2025-05-04 00:00:00",28437,31827
"2025-05-04 01:00:00",29717,31816
"2025-05-04 02:00:00",31077,31794
"2025-05-04 03:00:00",31245,31750
"2025-05-04 04:00:00",31116,31702
"2025-05-04 05:00:00",30124,31650
"2025-05-04 06:00:00",28440,31603
"2025-05-04 07:00:00",26462,31571
"2025-05-04 08:00:00",24536,31537
"2025-05-04 09:00:00",23641,31521
"2025-05-04 10:00:00",23659,31510
"2025-05-04 11:00:00",27003,31503
"2025-05-04 12:00:00",32783,31519
"2025-05-04 13:00:00",37531,31504
"2025-05-04 14:00:00",40170,31481
"2025-05-04 15:00:00",40006,31440
"2025-05-04 15:50:00",39462,
"2025-05-04 16:00:00",39261,31420
"2025-05-04 16:10:00",39030,
"2025-05-04 16:20:00",38956,
"2025-05-04 16:30:00",38850,
"2025-05-04 16:40:00",39261,
"2025-05-04 16:50:00",39170,
"2025-05-04 17:00:00",39025,31447
"2025-05-04 17:10:00",38709,
"2025-05-04 17:20:00",38270,
"2025-05-04 17:30:00",38097,
"2025-05-04 17:40:00",38314,
"2025-05-04 17:50:00",38292,
"2025-05-04 18:00:00",37265,31448
"2025-05-04 18:10:00",37151,
"2025-05-04 18:20:00",37236,
"2025-05-04 18:30:00",37456,
"2025-05-04 18:40:00",37640,
"2025-05-04 18:50:00",37666,
"2025-05-04 19:00:00",37530,31444
"2025-05-04 19:10:00",37399,
"2025-05-04 19:20:00",37318,
"2025-05-04 19:30:00",37355,
"2025-05-04 19:40:00",37302,
"2025-05-04 19:50:00",36986,
"2025-05-04 20:00:00",36369,31419
"2025-05-04 20:10:00",35900,
"2025-05-04 20:20:00",35521,
"2025-05-04 20:30:00",35225,
"2025-05-04 20:40:00",34930,
"2025-05-04 20:50:00",34408,
"2025-05-04 21:00:00",33963,31356
"2025-05-04 21:10:00",33508,
"2025-05-04 21:20:00",33024,
"2025-05-04 21:30:00",32675,
"2025-05-04 21:40:00",32196,
"2025-05-04 21:50:00",31916,
"2025-05-04 22:00:00",31412,31276
"2025-05-04 22:10:00",31037,
"2025-05-04 22:20:00",30734,
"2025-05-04 22:30:00",30336,
"2025-05-04 22:40:00",29969,
"2025-05-04 22:50:00",29643,
"2025-05-04 23:00:00",29448,31220
"2025-05-04 23:10:00",29179,
"2025-05-04 23:20:00",29005,
"2025-05-04 23:30:00",28975,
"2025-05-04 23:40:00",29075,
"2025-05-04 23:50:00",29058,
"2025-05-05 00:00:00",28928,31214
"2025-05-05 00:10:00",28985,
"2025-05-05 00:20:00",29015,
"2025-05-05 00:30:00",29143,
"2025-05-05 00:40:00",29183,
"2025-05-05 00:50:00",29313,
"2025-05-05 01:00:00",29399,31191
"2025-05-05 01:10:00",29305,
"2025-05-05 01:20:00",29409,
"2025-05-05 01:30:00",29504,
"2025-05-05 01:40:00",29480,
"2025-05-05 01:50:00",29360,
"2025-05-05 02:00:00",29171,31119
"2025-05-05 02:10:00",29155,
"2025-05-05 02:20:00",29072,
"2025-05-05 02:30:00",29021,
"2025-05-05 02:40:00",28914,
"2025-05-05 02:50:00",28655,
"2025-05-05 03:00:00",28377,31025
"2025-05-05 03:10:00",27967,
"2025-05-05 03:20:00",27827,
"2025-05-05 03:30:00",27673,
"2025-05-05 03:40:00",27426,
"2025-05-05 03:50:00",27259,
"2025-05-05 04:00:00",26862,30890
"2025-05-05 04:10:00",26535,
"2025-05-05 04:20:00",26141,
"2025-05-05 04:30:00",25707,
"2025-05-05 04:40:00",25512,
"2025-05-05 04:50:00",25235,
"2025-05-05 05:00:00",24912,30720
"2025-05-05 05:10:00",24600,
"2025-05-05 05:20:00",24377,
"2025-05-05 05:30:00",24023,
"2025-05-05 05:40:00",23872,
"2025-05-05 05:50:00",23546,
"2025-05-05 06:00:00",23370,30558
"2025-05-05 06:10:00",23119,
"2025-05-05 06:20:00",22903,
"2025-05-05 06:30:00",22577,
"2025-05-05 06:40:00",22474,
"2025-05-05 06:50:00",22286,
"2025-05-05 07:00:00",22026,30416
"2025-05-05 07:10:00",21696,
"2025-05-05 07:20:00",21539,
"2025-05-05 07:30:00",21390,
"2025-05-05 07:40:00",21178,
"2025-05-05 07:50:00",21026,
"2025-05-05 08:00:00",20892,30298
"2025-05-05 08:10:00",20690,
"2025-05-05 08:20:00",20658,
"2025-05-05 08:30:00",20570,
"2025-05-05 08:40:00",20452,
"2025-05-05 08:50:00",20315,
"2025-05-05 09:00:00",20109,30183
"2025-05-05 09:10:00",19940,
"2025-05-05 09:20:00",19933,
"2025-05-05 09:30:00",19834,
"2025-05-05 09:40:00",19706,
"2025-05-05 09:50:00",19678,
"2025-05-05 10:00:00",19598,30078
"2025-05-05 10:10:00",19556,
"2025-05-05 10:20:00",19568,
"2025-05-05 10:30:00",19572,
"2025-05-05 10:40:00",19953,
"2025-05-05 10:50:00",20303,
"2025-05-05 11:00:00",20657,29981
"2025-05-05 11:10:00",21268,
"2025-05-05 11:20:00",21857,
"2025-05-05 11:30:00",22617,
"2025-05-05 11:40:00",23316,
"2025-05-05 11:50:00",23948,
"2025-05-05 12:00:00",24671,29858
"2025-05-05 12:10:00",25545,
"2025-05-05 12:20:00",26253,
"2025-05-05 12:30:00",27068,
"2025-05-05 12:40:00",28059,
"2025-05-05 12:50:00",28888,
"2025-05-05 13:00:00",29924,29732
"2025-05-05 13:10:00",30629,
"2025-05-05 13:20:00",31368,
"2025-05-05 13:30:00",32062,
"2025-05-05 13:40:00",32872,
"2025-05-05 13:50:00",33710,
"2025-05-05 14:00:00",34035,29559
"2025-05-05 14:10:00",34376,
"2025-05-05 14:20:00",34954,
"2025-05-05 14:30:00",35134,
"2025-05-05 14:40:00",35360,
"2025-05-05 14:50:00",35375,
"2025-05-05 15:00:00",35165,29372
"2025-05-05 15:10:00",34875,
"2025-05-05 15:20:00",34861,
"2025-05-05 15:30:00",34590,
"2025-05-05 15:40:00",34505,
"2025-05-05 15:50:00",34241,
"2025-05-05 16:00:00",34041,29167
"2025-05-05 16:10:00",33706,
"2025-05-05 16:20:00",33406,
"2025-05-05 16:30:00",33080,
"2025-05-05 16:40:00",33053,
"2025-05-05 16:50:00",32600,
"2025-05-05 17:00:00",32461,28902
"2025-05-05 17:10:00",32271,
"2025-05-05 17:20:00",31979,
"2025-05-05 17:30:00",31822,
"2025-05-05 17:40:00",31643,
"2025-05-05 17:50:00",31407,
"2025-05-05 18:00:00",31081,28640
"2025-05-05 18:10:00",30892,
"2025-05-05 18:20:00",30849,
"2025-05-05 18:30:00",30743,
"2025-05-05 18:40:00",30790,
"2025-05-05 18:50:00",30707,
"2025-05-05 19:00:00",30688,28378
"2025-05-05 19:10:00",30716,
"2025-05-05 19:20:00",30623,
"2025-05-05 19:30:00",30614,
"2025-05-05 19:40:00",30407,
"2025-05-05 19:50:00",30229,
"2025-05-05 20:00:00",29855,28139
"2025-05-05 20:10:00",29402,
"2025-05-05 20:20:00",29116,
"2025-05-05 20:30:00",28719,
"2025-05-05 20:40:00",28526,
"2025-05-05 20:50:00",28325,
"2025-05-05 21:00:00",27881,27920
"2025-05-05 21:10:00",27317,
"2025-05-05 21:20:00",26975,
"2025-05-05 21:30:00",26680,
"2025-05-05 21:40:00",26359,
"2025-05-05 21:50:00",25995,
"2025-05-05 22:00:00",25661,27715
"2025-05-05 22:10:00",25263,
"2025-05-05 22:20:00",25120,
"2025-05-05 22:30:00",24751,
"2025-05-05 22:40:00",24620,
"2025-05-05 22:50:00",24623,
"2025-05-05 23:00:00",24708,27563
"2025-05-05 23:10:00",24818,
"2025-05-05 23:20:00",24937,
"2025-05-05 23:30:00",24927,
"2025-05-05 23:40:00",25039,
"2025-05-05 23:50:00",25053,
"2025-05-06 00:00:00",25226,27475
"2025-05-06 00:10:00",25534,
"2025-05-06 00:20:00",25933,
"2025-05-06 00:30:00",26095,
"2025-05-06 00:40:00",26292,
"2025-05-06 00:50:00",26803,
"2025-05-06 01:00:00",27048,27410
"2025-05-06 01:10:00",27400,
"2025-05-06 01:20:00",27540,
"2025-05-06 01:30:00",27663,
"2025-05-06 01:40:00",27844,
"2025-05-06 01:50:00",27854,
"2025-05-06 02:00:00",28007,27373
"2025-05-06 02:10:00",28075,
"2025-05-06 02:20:00",28226,
"2025-05-06 02:30:00",28244,
"2025-05-06 02:40:00",28372,
"2025-05-06 02:50:00",28425,
"2025-05-06 03:00:00",28292,27353
"2025-05-06 03:10:00",27929,
"2025-05-06 03:20:00",27595,
"2025-05-06 03:30:00",27355,
"2025-05-06 03:40:00",27013,
"2025-05-06 03:50:00",26684,
"2025-05-06 04:00:00",26329,27316
"2025-05-06 04:10:00",26133,
"2025-05-06 04:20:00",25958,
"2025-05-06 04:30:00",25620,
"2025-05-06 04:40:00",25509,
"2025-05-06 04:50:00",25249,
"2025-05-06 05:00:00",24940,27295
"2025-05-06 05:10:00",24589,
"2025-05-06 05:20:00",24194,
"2025-05-06 05:30:00",23929,
"2025-05-06 05:40:00",23916,
"2025-05-06 05:50:00",23725,
"2025-05-06 06:00:00",23338,27264
"2025-05-06 06:10:00",22923,
"2025-05-06 06:20:00",22691,
"2025-05-06 06:30:00",22489,
"2025-05-06 06:40:00",22274,
"2025-05-06 06:50:00",22083,
"2025-05-06 07:00:00",21704,27216
"2025-05-06 07:10:00",21555,
"2025-05-06 07:20:00",21337,
"2025-05-06 07:30:00",20980,
"2025-05-06 07:40:00",20814,
"2025-05-06 07:50:00",20801,
"2025-05-06 08:00:00",20617,27169
"2025-05-06 08:10:00",20495,
"2025-05-06 08:20:00",20352,
"2025-05-06 08:30:00",20314,
"2025-05-06 08:40:00",20396,
"2025-05-06 08:50:00",20323,
"2025-05-06 09:00:00",20276,27139
"2025-05-06 09:10:00",20079,
"2025-05-06 09:20:00",19837,
"2025-05-06 09:30:00",19653,
"2025-05-06 09:40:00",19629,
"2025-05-06 09:50:00",19229,
"2025-05-06 10:00:00",19386,27110
"2025-05-06 10:10:00",19356,
"2025-05-06 10:20:00",19356,
"2025-05-06 10:30:00",19492,
"2025-05-06 10:40:00",19869,
"2025-05-06 10:50:00",20356,
"2025-05-06 11:00:00",20927,27101
"2025-05-06 11:10:00",21457,
"2025-05-06 11:20:00",22075,
"2025-05-06 11:30:00",22749,
"2025-05-06 11:40:00",23536,
"2025-05-06 11:50:00",24258,
"2025-05-06 12:00:00",24884,27072
"2025-05-06 12:10:00",25611,
"2025-05-06 12:20:00",26304,
"2025-05-06 12:30:00",27072,
"2025-05-06 12:40:00",27860,
"2025-05-06 12:50:00",28578,
"2025-05-06 13:00:00",29259,26995
"2025-05-06 13:10:00",30004,
"2025-05-06 13:20:00",30621,
"2025-05-06 13:30:00",31036,
"2025-05-06 13:40:00",31554,
"2025-05-06 13:50:00",31757,
"2025-05-06 14:00:00",31902,26868
"2025-05-06 14:10:00",31772,
"2025-05-06 14:20:00",31804,
"2025-05-06 14:30:00",31844,
"2025-05-06 14:40:00",31710,
"2025-05-06 14:50:00",31605,
"2025-05-06 15:00:00",31041,26723
"2025-05-06 15:10:00",30447,
"2025-05-06 15:20:00",29951,
"2025-05-06 15:30:00",29441,
"2025-05-06 15:40:00",28941,
"2025-05-06 15:50:00",28740,
"2025-05-06 16:00:00",28180,26518
"2025-05-06 16:10:00",27755,
"2025-05-06 16:20:00",27429,
"2025-05-06 16:30:00",27301,
"2025-05-06 16:40:00",26998,
"2025-05-06 16:50:00",27043,
"2025-05-06 17:00:00",27011,26329
"2025-05-06 17:10:00",26858,
"2025-05-06 17:20:00",26768,
"2025-05-06 17:30:00",26687,
"2025-05-06 17:40:00",26625,
"2025-05-06 17:50:00",26612,
"2025-05-06 18:00:00",26654,26176
"2025-05-06 18:10:00",24912,
"2025-05-06 18:20:00",21869,
"2025-05-06 18:30:00",23403,
"2025-05-06 18:40:00",24676,
"2025-05-06 18:50:00",25422,
"2025-05-06 19:00:00",25978,26083
"2025-05-06 19:10:00",26529,
"2025-05-06 19:20:00",27099,
"2025-05-06 19:30:00",27473,
"2025-05-06 19:40:00",27759,
"2025-05-06 19:50:00",27851,
"2025-05-06 20:00:00",27844,26012
"2025-05-06 20:10:00",27635,
"2025-05-06 20:20:00",27464,
"2025-05-06 20:30:00",27164,
"2025-05-06 20:40:00",26902,
"2025-05-06 20:50:00",26542,
"2025-05-06 21:00:00",26215,25954
"2025-05-06 21:10:00",25813,
"2025-05-06 21:20:00",25347,
"2025-05-06 21:30:00",25121,
"2025-05-06 21:40:00",24921,
"2025-05-06 21:50:00",24945,
"2025-05-06 22:00:00",24878,25928
"2025-05-06 22:10:00",23829,
"2025-05-06 22:20:00",24162,
"2025-05-06 22:30:00",24113,
"2025-05-06 22:40:00",24040,
"2025-05-06 22:50:00",24071,
"2025-05-06 23:00:00",24030,25909
"2025-05-06 23:10:00",24045,
"2025-05-06 23:20:00",24188,
"2025-05-06 23:30:00",24224,
"2025-05-06 23:40:00",24324,
"2025-05-06 23:50:00",24467,
"2025-05-07 00:00:00",24524,25856
"2025-05-07 00:10:00",24625,
"2025-05-07 00:20:00",24839,
"2025-05-07 00:30:00",24981,
"2025-05-07 00:40:00",25179,
"2025-05-07 00:50:00",25382,
"2025-05-07 01:00:00",25393,25788
"2025-05-07 01:10:00",24936,
"2025-05-07 01:20:00",25144,
"2025-05-07 01:30:00",25492,
"2025-05-07 01:40:00",25820,
"2025-05-07 01:50:00",26010,
"2025-05-07 02:00:00",25939,25699
"2025-05-07 02:10:00",25799,
"2025-05-07 02:20:00",25828,
"2025-05-07 02:30:00",25839,
"2025-05-07 02:40:00",25771,
"2025-05-07 02:50:00",25686,
"2025-05-07 03:00:00",25384,25597
"2025-05-07 03:10:00",25013,
"2025-05-07 03:20:00",24588,
"2025-05-07 03:30:00",24215,
"2025-05-07 03:40:00",23949,
"2025-05-07 03:50:00",23636,
"2025-05-07 04:00:00",23145,25484
"2025-05-07 04:10:00",22665,
"2025-05-07 04:20:00",21992,
"2025-05-07 04:30:00",21689,
"2025-05-07 04:40:00",21361,
"2025-05-07 04:50:00",21035,
"2025-05-07 05:00:00",20548,25332
"2025-05-07 05:10:00",20074,
"2025-05-07 05:20:00",19621,
"2025-05-07 05:30:00",19186,
"2025-05-07 05:40:00",18744,
"2025-05-07 05:50:00",18370,
"2025-05-07 06:00:00",17888,25141
"2025-05-07 06:10:00",17515,
"2025-05-07 06:20:00",17067,
"2025-05-07 06:30:00",16800,
"2025-05-07 06:40:00",16470,
"2025-05-07 06:50:00",16235,
"2025-05-07 07:00:00",15970,24939
"2025-05-07 07:10:00",15792,
"2025-05-07 07:20:00",15683,
"2025-05-07 07:30:00",15623,
"2025-05-07 07:40:00",15555,
"2025-05-07 07:50:00",15413,
"2025-05-07 08:00:00",15176,24746
"2025-05-07 08:10:00",15144,
"2025-05-07 08:20:00",15024,
"2025-05-07 08:30:00",15104,
"2025-05-07 08:40:00",15130,
"2025-05-07 08:50:00",15161,
"2025-05-07 09:00:00",15076,24577
"2025-05-07 09:10:00",14909,
"2025-05-07 09:20:00",15040,
"2025-05-07 09:30:00",15235,
"2025-05-07 09:40:00",15395,
"2025-05-07 09:50:00",15494,
"2025-05-07 10:00:00",15652,24462
"2025-05-07 10:10:00",15956,
"2025-05-07 10:20:00",16179,
"2025-05-07 10:30:00",16363,
"2025-05-07 10:40:00",16696,
"2025-05-07 10:50:00",17056,
"2025-05-07 11:00:00",17489,24346
"2025-05-07 11:10:00",18025,
"2025-05-07 11:20:00",18701,
"2025-05-07 11:30:00",19372,
"2025-05-07 11:40:00",20169,
"2025-05-07 11:50:00",20931,
"2025-05-07 12:00:00",21719,24279
"2025-05-07 12:10:00",22944,
"2025-05-07 12:20:00",23877,
"2025-05-07 12:30:00",24835,
"2025-05-07 12:40:00",25651,
"2025-05-07 12:50:00",26629,
"2025-05-07 13:00:00",27222,24231
"2025-05-07 13:10:00",28014,
"2025-05-07 13:20:00",28643,
"2025-05-07 13:30:00",29236,
"2025-05-07 13:40:00",29830,
"2025-05-07 13:50:00",30339,
"2025-05-07 14:00:00",30516,24206
"2025-05-07 14:10:00",30729,
"2025-05-07 14:20:00",30992,
"2025-05-07 14:30:00",31056,
"2025-05-07 14:40:00",30919,
"2025-05-07 14:50:00",30693,
"2025-05-07 15:00:00",30354,24187
"2025-05-07 15:10:00",29878,
"2025-05-07 15:20:00",29240,
"2025-05-07 15:30:00",28971,
"2025-05-07 15:40:00",28478,
"2025-05-07 15:50:00",28186,
"2025-05-07 16:00:00",27832,24182
"2025-05-07 16:10:00",27405,
"2025-05-07 16:20:00",27173,
"2025-05-07 16:30:00",26994,
"2025-05-07 16:40:00",26947,
"2025-05-07 16:50:00",26768,
"2025-05-07 17:00:00",26685,24174
"2025-05-07 17:10:00",26377,
"2025-05-07 17:20:00",26294,
"2025-05-07 17:30:00",26008,
"2025-05-07 17:40:00",26375,
"2025-05-07 17:50:00",26440,
"2025-05-07 18:00:00",26516,24195
"2025-05-07 18:10:00",26523,
"2025-05-07 18:20:00",26355,
"2025-05-07 18:30:00",26751,
"2025-05-07 18:40:00",27058,
"2025-05-07 18:50:00",27250,
"2025-05-07 19:00:00",27145,24176
"2025-05-07 19:10:00",27050,
"2025-05-07 19:20:00",27049,
"2025-05-07 19:30:00",27158,
"2025-05-07 19:40:00",27237,
"2025-05-07 19:50:00",27373,
"2025-05-07 20:00:00",27410,24159
"2025-05-07 20:10:00",27165,
"2025-05-07 20:20:00",27092,
"2025-05-07 20:30:00",26958,
"2025-05-07 20:40:00",26466,
"2025-05-07 20:50:00",26322,
"2025-05-07 21:00:00",26112,24154
"2025-05-07 21:10:00",25914,
"2025-05-07 21:20:00",25854,
"2025-05-07 21:30:00",25593,
"2025-05-07 21:40:00",25292,
"2025-05-07 21:50:00",25000,
"2025-05-07 22:00:00",24682,24145
"2025-05-07 22:10:00",24254,
"2025-05-07 22:20:00",24125,
"2025-05-07 22:30:00",23943,
"2025-05-07 22:40:00",23617,
"2025-05-07 22:50:00",23590,
"2025-05-07 23:00:00",23373,24106
"2025-05-07 23:10:00",23284,
"2025-05-07 23:20:00",23235,
"2025-05-07 23:30:00",23302,
"2025-05-07 23:40:00",23363,
"2025-05-07 23:50:00",23461,
"2025-05-08 00:00:00",23546,24076
"2025-05-08 00:10:00",23559,
"2025-05-08 00:20:00",23705,
"2025-05-08 00:30:00",23999,
"2025-05-08 00:40:00",24265,
"2025-05-08 00:50:00",24567,
"2025-05-08 01:00:00",24643,24054
"2025-05-08 01:10:00",24755,
"2025-05-08 01:20:00",24832,
"2025-05-08 01:30:00",25006,
"2025-05-08 01:40:00",25292,
"2025-05-08 01:50:00",25463,
"2025-05-08 02:00:00",25605,24042
"2025-05-08 02:10:00",25435,
"2025-05-08 02:20:00",25460,
"2025-05-08 02:30:00",25424,
"2025-05-08 02:40:00",25261,
"2025-05-08 02:50:00",25282,
"2025-05-08 03:00:00",25137,24032
"2025-05-08 03:10:00",24946,
"2025-05-08 03:20:00",24652,
"2025-05-08 03:30:00",24402,
"2025-05-08 03:40:00",24123,
"2025-05-08 03:50:00",23748,
"2025-05-08 04:00:00",23350,24040
"2025-05-08 04:10:00",22812,
"2025-05-08 04:20:00",22364,
"2025-05-08 04:30:00",21974,
"2025-05-08 04:40:00",21646,
"2025-05-08 04:50:00",21265,
"2025-05-08 05:00:00",20787,24050
"2025-05-08 05:10:00",20222,
"2025-05-08 05:20:00",19576,
"2025-05-08 05:30:00",19150,
"2025-05-08 05:40:00",18805,
"2025-05-08 05:50:00",18464,
"2025-05-08 06:00:00",18135,24061
"2025-05-08 06:10:00",17772,
"2025-05-08 06:20:00",17306,
"2025-05-08 06:30:00",16991,
"2025-05-08 06:40:00",16602,
"2025-05-08 06:50:00",16296,
"2025-05-08 07:00:00",16047,24066
"2025-05-08 07:10:00",15639,
"2025-05-08 07:20:00",15491,
"2025-05-08 07:30:00",15303,
"2025-05-08 07:40:00",15215,
"2025-05-08 07:50:00",15175,
"2025-05-08 08:00:00",14993,24076
"2025-05-08 08:10:00",14953,
"2025-05-08 08:20:00",14979,
"2025-05-08 08:30:00",15137,
"2025-05-08 08:40:00",15236,
"2025-05-08 08:50:00",15316,
"2025-05-08 09:00:00",15364,24096
"2025-05-08 09:10:00",15452,
"2025-05-08 09:20:00",15546,
"2025-05-08 09:30:00",15612,
"2025-05-08 09:40:00",15837,
"2025-05-08 09:50:00",15938,
"2025-05-08 10:00:00",15990,24114
"2025-05-08 10:10:00",16023,
"2025-05-08 10:20:00",16232,
"2025-05-08 10:30:00",16587,
"2025-05-08 10:40:00",17102,
"2025-05-08 10:50:00",17516,
"2025-05-08 11:00:00",17953,24137
"2025-05-08 11:10:00",18443,
"2025-05-08 11:20:00",18926,
"2025-05-08 11:30:00",19535,
"2025-05-08 11:40:00",20482,
"2025-05-08 11:50:00",21478,
"2025-05-08 12:00:00",22431,24159
"2025-05-08 12:10:00",23377,
"2025-05-08 12:20:00",24388,
"2025-05-08 12:30:00",25319,
"2025-05-08 12:40:00",26313,
"2025-05-08 12:50:00",27144,
"2025-05-08 13:00:00",27990,24184
"2025-05-08 13:10:00",28881,
"2025-05-08 13:20:00",29497,
"2025-05-08 13:30:00",30165,
"2025-05-08 13:40:00",30840,
"2025-05-08 13:50:00",31312,
"2025-05-08 14:00:00",31579,24227
"2025-05-08 14:10:00",31761,
"2025-05-08 14:20:00",31935,
"2025-05-08 14:30:00",32067,
"2025-05-08 14:40:00",31986,
"2025-05-08 14:50:00",31952,
"2025-05-08 15:00:00",31759,24299
"2025-05-08 15:10:00",31067,
"2025-05-08 15:20:00",30491,
"2025-05-08 15:30:00",30078,
"2025-05-08 15:40:00",29536,
"2025-05-08 15:50:00",29043,
"2025-05-08 16:00:00",28541,24345
"2025-05-08 16:10:00",28079,
"2025-05-08 16:20:00",27634,
"2025-05-08 16:30:00",27320,
"2025-05-08 16:40:00",27080,
"2025-05-08 16:50:00",26929,
"2025-05-08 17:00:00",26605,24369
"2025-05-08 17:10:00",26383,
"2025-05-08 17:20:00",26161,
"2025-05-08 17:30:00",26204,
"2025-05-08 17:40:00",26185,
"2025-05-08 17:50:00",26438,
"2025-05-08 18:00:00",26480,24383
"2025-05-08 18:10:00",26506,
"2025-05-08 18:20:00",26816,
"2025-05-08 18:30:00",26966,
"2025-05-08 18:40:00",26928,
"2025-05-08 18:50:00",26978,
"2025-05-08 19:00:00",26982,24393
"2025-05-08 19:10:00",27035,
"2025-05-08 19:20:00",27134,
"2025-05-08 19:30:00",27231,
"2025-05-08 19:40:00",27239,
"2025-05-08 19:50:00",27220,
"2025-05-08 20:00:00",27134,24392
"2025-05-08 20:10:00",26970,
"2025-05-08 20:20:00",26826,
"2025-05-08 20:30:00",26821,
"2025-05-08 20:40:00",26658,
"2025-05-08 20:50:00",26320,
"2025-05-08 21:00:00",25892,24392
"2025-05-08 21:10:00",25544,
"2025-05-08 21:20:00",25417,
"2025-05-08 21:30:00",25100,
"2025-05-08 21:40:00",24783,
"2025-05-08 21:50:00",24519,
"2025-05-08 22:00:00",24165,24383
"2025-05-08 22:10:00",23811,
"2025-05-08 22:20:00",23470,
"2025-05-08 22:30:00",23350,
"2025-05-08 22:40:00",23315,
"2025-05-08 22:50:00",23165,
"2025-05-08 23:00:00",23020,24395
"2025-05-08 23:10:00",22987,
"2025-05-08 23:20:00",23113,
"2025-05-08 23:30:00",23133,
"2025-05-08 23:40:00",23310,
"2025-05-08 23:50:00",23482,
"2025-05-09 00:00:00",23704,24395
"2025-05-09 00:10:00",23759,
"2025-05-09 00:20:00",23935,
"2025-05-09 00:30:00",24030,
"2025-05-09 00:40:00",24144,
"2025-05-09 00:50:00",24376,
"2025-05-09 01:00:00",24491,24398
"2025-05-09 01:10:00",24681,
"2025-05-09 01:20:00",24930,
"2025-05-09 01:30:00",25070,
"2025-05-09 01:40:00",25250,
"2025-05-09 01:50:00",25453,
"2025-05-09 02:00:00",25490,24406
"2025-05-09 02:10:00",25562,
"2025-05-09 02:20:00",25635,
"2025-05-09 02:30:00",25488,
"2025-05-09 02:40:00",25463,
"2025-05-09 02:50:00",25460,
"2025-05-09 03:00:00",25301,24424
"2025-05-09 03:10:00",24854,
"2025-05-09 03:20:00",24578,
"2025-05-09 03:30:00",24366,
"2025-05-09 03:40:00",24076,
"2025-05-09 03:50:00",23856,
"2025-05-09 04:00:00",23532,24445
"2025-05-09 04:10:00",23114,
"2025-05-09 04:20:00",22758,
"2025-05-09 04:30:00",22406,
"2025-05-09 04:40:00",22056,
"2025-05-09 04:50:00",21648,
"2025-05-09 05:00:00",21373,24486
"2025-05-09 05:10:00",20864,
"2025-05-09 05:20:00",20410,
"2025-05-09 05:30:00",19886,
"2025-05-09 05:40:00",19472,
"2025-05-09 05:50:00",19022,
"2025-05-09 06:00:00",18674,24529
"2025-05-09 06:10:00",18282,
"2025-05-09 06:20:00",17860,
"2025-05-09 06:30:00",17617,
"2025-05-09 06:40:00",17398,
"2025-05-09 06:50:00",17222,
"2025-05-09 07:00:00",17094,24594
"2025-05-09 07:10:00",16806,
"2025-05-09 07:20:00",16589,
"2025-05-09 07:30:00",16339,
"2025-05-09 07:40:00",16197,
"2025-05-09 07:50:00",16170,
"2025-05-09 08:00:00",16130,24648
"2025-05-09 08:10:00",15975,
"2025-05-09 08:20:00",15796,
"2025-05-09 08:30:00",15868,
"2025-05-09 08:40:00",15852,
"2025-05-09 08:50:00",15760,
"2025-05-09 09:00:00",15748,24684
"2025-05-09 09:10:00",15741,
"2025-05-09 09:20:00",15802,
"2025-05-09 09:30:00",15991,
"2025-05-09 09:40:00",16180,
"2025-05-09 09:50:00",16361,
"2025-05-09 10:00:00",16489,24720
"2025-05-09 10:10:00",16510,
"2025-05-09 10:20:00",16888,
"2025-05-09 10:30:00",17162,
"2025-05-09 10:40:00",17602,
"2025-05-09 10:50:00",18086,
"2025-05-09 11:00:00",18614,24758
"2025-05-09 11:10:00",19129,
"2025-05-09 11:20:00",19935,
"2025-05-09 11:30:00",20461,
"2025-05-09 11:40:00",21327,
"2025-05-09 11:50:00",22228,
"2025-05-09 12:00:00",23047,24661
"2025-05-09 12:10:00",24194,
"2025-05-09 12:20:00",24125,
"2025-05-09 12:30:00",23333,
"2025-05-09 12:40:00",23860,
"2025-05-09 12:50:00",24476,
"2025-05-09 13:00:00",25075,24732
"2025-05-09 13:10:00",25807,
"2025-05-09 13:20:00",27616,
"2025-05-09 13:30:00",29465,
"2025-05-09 13:40:00",31210,
"2025-05-09 13:50:00",32716,
"2025-05-09 14:00:00",33625,24916
"2025-05-09 14:10:00",34586,
"2025-05-09 14:20:00",35361,
"2025-05-09 14:30:00",35941,
"2025-05-09 14:40:00",36520,
"2025-05-09 14:50:00",36647,
"2025-05-09 15:00:00",36728,25111
"2025-05-09 15:10:00",36471,
"2025-05-09 15:20:00",36367,
"2025-05-09 15:30:00",36212,
"2025-05-09 15:40:00",36048,
"2025-05-09 15:50:00",35864,
"2025-05-09 16:00:00",35398,25380
